label	type	id	description
Chest Freezer	category	248126	TITLE: Chest Freezer DESCRIPTION: Chest freezers, also known as deep freezers, are essential appliances for households and businesses requiring extra frozen storage space. These units typically offer a horizontal design with a hinged lid, providing ample room for bulk food storage, ideal for preserving large quantities of meat, vegetables, and pre-prepared meals. Popular brands in the UK market include Beko, Hotpoint, and Hoover. Key features often include adjustable thermostats, fast freeze functions, and energy-efficient ratings to reduce electricity consumption. Chest freezers are commonly found in garages or utility rooms and are perfect for those who buy in bulk or need additional storage beyond standard refrigerator freezer compartments. Related categories include upright freezers, refrigerator-freezer combos, and portable coolers. When considering complementary products, think of vacuum sealers and storage containers to optimize space and food preservation. This category is distinct from upright freezers due to its larger capacity and horizontal access design. KEYWORDS: Chest Freezer
PS4 Controller	category	261205	TITLE: PS4 Controller DESCRIPTION: The PS4 Controller category encompasses a range of gamepads specifically designed for the PlayStation 4 gaming console, including the popular DualShock 4 model. Key features include wireless Bluetooth connectivity, built-in speaker, touchpad, and motion sensors, enhancing interactive gameplay experiences. This category includes various colour options and limited edition designs from brands like Sony, ensuring compatibility with all PS4 models, including Slim and Pro versions. Users often search for terms like "PS4 game controller," "PlayStation 4 wireless gamepad," and "Sony DualShock 4" when looking for accessories to complement their gaming setup. Related categories include PS4 consoles, gaming headsets, charging stations, and PS4 games like FIFA and Call of Duty. Cross-selling opportunities exist with products such as PS4 controller thumb grips and skins. In the UK market, emphasis is placed on reliable performance and ergonomic design to cater to both casual gamers and competitive players. KEYWORDS: PlayStation 4 Controller; PS4 Controller; DualShock 4; Dual Shock 4; Dual-Shock 4
PS4 Games	category	264130	TITLE: PS4 Games DESCRIPTION: The "PS4 Games" category encompasses a vast array of titles for Sony's PlayStation 4 console, renowned for its 4K HD visuals and robust processing power. Key genres include action, RPGs, sports, and simulation, featuring prominent titles like "Horizon: Zero Dawn," "Bloodborne," and "Gran Turismo Sport." Notable exclusives such as "The Last Guardian" and "Ratchet & Clank" highlight the console's unique offerings. PS4 games are available on Blu-ray discs or via digital download from the PlayStation Store, with potential savings through pre-owned purchases or PlayStation Plus discounts. Complementary categories include PS4 accessories and PlayStation VR games. The UK market favours retailers like GAME, Amazon, and Tesco for competitive pricing. This category is distinct from Xbox One and PC games, offering exclusive content and multiplayer experiences like "Call of Duty" and "FIFA." Ideal for both casual players and hardcore gamers, PS4 games deliver immersive entertainment across diverse gaming preferences. KEYWORDS: PlayStation 4 Games; PS4 Games; PS4 Game; PlayStation 4 Game; The Order: 1886; The Order 1886; Killzone Shadow Fall; Driveclub; Ratchet and Clank; Ratchet & Clank; Ratchet + Clank; The Last Guardian; Gravity Rush; Gran Turismo Sport; Until Dawn; Detroit Become Human; Detroit: Become Human; Shadow of the Colossus; Bloodborne; Horizon: Zero Dawn
Smart Home	category	273036	TITLE: Smart Home DESCRIPTION: The Smart Home category in the UK encompasses a wide array of interconnected devices designed to enhance convenience, security, and efficiency in domestic life. This category includes smart lighting systems like Philips Hue and IKEA Tradfri, which offer millions of colours and voice-activated controls via Alexa or Google Home. Home security is bolstered by products from brands like Netgear, Arlo, and Yale, featuring smart cameras, alarms, and sensors integrated through hubs like Hive or Samsung SmartThings. In audio, Sonos and Amazon Echo provide immersive sound experiences with multi-room capabilities. The kitchen sees innovations from Samsung and GE with smart fridges and ovens, while smart plugs from TP Link transform ordinary appliances into networked devices. Complementary categories include home automation systems and energy management solutions like Tado thermostats. British consumers can explore these products through platforms like hotukdeals for competitive pricing, especially during events like Black Friday or Amazon Prime Day. KEYWORDS: Netatmo; Digihome; Honeywell; Meross; SmartThings; Smart Things; SmartThing; Philips Hue; Osram Lightify; Amazon Echo; Alexa; Yeelight; Smart Plug; Tado; Google Home; Samsung SmartThings; Nest; Ring Doorbell; Ring Video Doorbell; TP Link
Dash Cam	category	277802	TITLE: Dash Cam DESCRIPTION: Dash cams, also known as dashboard cameras or dashcams, are essential devices for British motorists seeking enhanced security and accountability on the road. These compact cameras, often mounted on the dashboard or windshield, capture high-definition footage of driving incidents, aiding in insurance claims and legal cases. Popular brands like Nextbase and Garmin offer models with advanced features such as GPS navigation, G-force sensors, and wide-angle lenses. Front and rear dash cams provide comprehensive coverage, while options for motorbikes ensure versatility across vehicle types. Key considerations include video resolution (1080p or 4K), storage capacity, and connectivity options like smartphone integration and cloud services. Dash cams can also serve as Sat Nav devices, offering real-time navigation assistance. Related categories include vehicle accessories, security systems, and automotive electronics. Available from UK retailers such as Currys, Argos, Halfords, and John Lewis, these devices are often discounted during major sales events like Black Friday. Explore hotukdeals for the latest offers and ensure peace of mind with a reliable dash cam. KEYWORDS: Dash Cam; Nextbase; Dashcam; Dash Camera; Road Angel
4K TV	category	279810	TITLE: 4K TV DESCRIPTION: Optimized Category Description: 4K TVs, also known as 4K Ultra HD or UHD TVs, represent the pinnacle of home entertainment technology in the UK, offering stunning image clarity with four times the resolution of Full HD. Popular models include brands like Samsung's UE65KU6179 and LG's 55EG9A7V, providing a range of sizes from compact 32-inch to expansive 75-inch screens. Key features include Smart TV capabilities, LED and OLED display technologies, and advanced upscaling functions for enhanced viewing experiences. Consumers often seek models such as Sony's KD65XE9305 or the KD-75ZD9 for their exceptional picture quality and smart integration. Complementary categories include soundbars and home theatre systems to complete your setup. Related searches might involve "best 4K TV deals," "UHD TV comparison," or "smart 4K features." This category is distinct from Full HD TVs, focusing on superior resolution and immersive viewing, ideal for film buffs and gamers alike. KEYWORDS: 4K TV; 4K Smart TV; Smart 4K; 4K Ultra HD; 4K Ultra; UHD TV; 4K LED TV; 65Q8C; KD65XE9305; KD-75ZD9; UE65KU6179; 55EG9A7V; G9A7V; TV 4K; LED 4K TV; TV UHD; 4K UHD Smart TV; 4K Ultra HD LED TV; 4K Ultra HD TV; UHD OLED TV
Philips Hue	category	284272	TITLE: Philips Hue DESCRIPTION: Philips Hue is a leading smart lighting system by the renowned Dutch brand Philips, designed to transform UK homes with innovative lighting solutions. This category encompasses a diverse range of products, including smart bulbs, light strips, and fixtures that offer customisable colour and brightness settings. Key features include compatibility with voice assistants such as Amazon Alexa, Google Assistant, and Apple HomeKit, facilitating seamless integration into smart home ecosystems. Popular models like the Philips Hue White and Colour Ambiance provide dynamic lighting effects, perfect for enhancing ambience in living rooms, kitchens, and bedrooms. Related categories include smart home devices, energy-efficient lighting, and home automation systems. Complementary products might include smart plugs and wireless dimmer switches. This category stands apart from standard LED bulbs by offering advanced control via the Philips Hue app, enabling users to schedule lighting routines and create personalised scenes. KEYWORDS: Philips Hue; Phillips Hue
Apple Watch	category	290516	TITLE: Apple Watch DESCRIPTION: The Apple Watch category encompasses a range of smartwatches designed by Apple, including models such as the Apple Watch Series 3, Series 5, and special editions like the Nike and Hermes versions. These versatile devices function as advanced fitness trackers, personal organisers, and offer seamless integration with Apple Music and Apple Pay. Popular in the UK, these watches cater to tech-savvy users seeking connectivity and health monitoring on their wrist. Key features include GPS, heart rate monitoring, and water resistance. Compatible with iOS devices, they support a variety of apps enhancing both productivity and lifestyle. Related categories include smart accessories, wireless headphones, and mobile charging solutions. Distinct from other smartwatches, the Apple Watch is renowned for its design aesthetics and ecosystem compatibility. Whether upgrading to the latest model or exploring budget-friendly options like the Series 3, users can find suitable deals and models tailored to their needs. KEYWORDS: Apple Watch; Apple Watch 3; Apple Watch Series 3; Apple Watch Version 3; Apple Watch S3; Apple Watch 5; Apple Watch Series 5; Apple Watch S5; Apple Watch Nike Series 5; Apple Watch Nike 5; Watch Hermes Series 5; Watch Edition Series 5; Apple Official Watch
Amazon Fire TV Stick	category	301423	TITLE: Amazon Fire TV Stick DESCRIPTION: The Amazon Fire TV Stick category encompasses a range of streaming media players designed to transform any compatible television into a smart TV. Key products include the Fire TV Stick Lite, Fire TV Stick 4K, and Firestick, each offering varying levels of resolution and features such as Alexa voice control and Dolby Atmos audio support. Synonymous with convenience and entertainment, these devices provide access to popular streaming services like Netflix, Prime Video, BBC iPlayer, and Disney+. Compatible with a wide array of apps, they cater to diverse viewing preferences. Related categories include smart TVs, HDMI cables, and home theatre systems, enhancing the overall viewing experience. In the UK market, they serve as cost-effective alternatives to full-fledged smart televisions. Distinct from similar devices like Roku or Chromecast, the Fire TV Stick is integrated with Amazon's ecosystem for seamless content delivery. KEYWORDS: Amazon Fire TV; Amazon Fire TV Stick; Fire Smart TV Stick; Fire TV Stick; Fire Stick Lite; Fire Stick 4K; Firestick
iPad Pro	category	308413	TITLE: iPad Pro DESCRIPTION: The iPad Pro category encompasses a range of high-performance Apple tablets, specifically the iPad Pro 11-inch models, including variants such as MTXN2FD/A, MU0M2FD/A, and MTXP2FD/A. Known for their cutting-edge M1 chip, Liquid Retina displays, and compatibility with the Apple Pencil and Magic Keyboard, these devices are ideal for professionals and creatives seeking powerful computing on-the-go. The iPad Pro series supports advanced features like Face ID, ProMotion technology, and USB-C connectivity, making it a versatile tool for tasks from graphic design to video editing. In the UK market, the iPad Pro competes with other premium tablets but stands out due to its seamless integration with the Apple ecosystem. Related categories include tablet accessories, such as protective cases and styluses, and complementary products like MacBooks and iPhones. This category is distinct from standard iPads due to its superior performance capabilities and targeted professional use cases. KEYWORDS: iPad Pro 11; iPad Pro 11"; iPad Pro 11-inches; iPad Pro 11-inch; iPad Pro 11"Pro; MTXN2FD/A; MU0M2FD/A; MTXP2FD/A; MTXQ2FD/A; MTXR2FD/A; MU102FD/A; MTXT2FD/A; MU172FD/A; MTXU2FD/A; MU1M2FD/A; MTXW2FD/A; MTXV2FD/A; MU1F2FD/A; MU222FD/A; MU1V2FD/A
Google Pixel	category	327200	TITLE: Google Pixel DESCRIPTION: The Google Pixel category offers cutting-edge smartphones renowned for their seamless integration of Google's Android software and hardware, providing a superior user experience in the UK market. Notable features include the advanced Qualcomm Snapdragon 821 processor, 4GB RAM, and a remarkable 12.3MP camera, ensuring high performance in photography and gaming. Available in two sizes, the Pixel (5 inches) and Pixel XL (5.5 inches), these devices come with Android 7.1 Nougat and offer storage options of 32GB or 128GB, complemented by unlimited cloud storage for photos and videos. The Pixel's fast-charging battery delivers up to seven hours of use after just a 15-minute charge, although it lacks wireless charging and expandable memory. Competing with high-end devices like Apple's iPhone 7, the Pixel stands out with its AI assistant, Google Assist, which excels in conversational tasks and integrates with Google Allo. Accessories such as Daydream View VR headset and Chromecast Ultra enhance functionality. Ideal for tech enthusiasts, the Pixel is available through UK retailers like Currys and Carphone Warehouse, with potential discounts during major sales events. KEYWORDS: Google Pixel; Pixel 8; Pixel 9
Nintendo Switch	category	328137	TITLE: Nintendo Switch DESCRIPTION: The Nintendo Switch category encompasses a broad range of gaming consoles, accessories, and games specifically designed for the popular hybrid gaming system developed by Nintendo. This category includes the Nintendo Switch standard model, the Nintendo Switch Lite, and the enhanced Nintendo Switch OLED model. Key products feature Joy-Con controllers, Pro Controllers, and official Nintendo accessories such as docks, carrying cases, and screen protectors. Explore a diverse selection of games spanning genres like action, adventure, RPG, and simulation from renowned franchises such as The Legend of Zelda, Super Mario, Pokémon, and Animal Crossing. Compatible with various cross-platform titles and downloadable content via the Nintendo eShop, this category also highlights exclusive British editions and bundles. Related categories include gaming headsets, amiibo figures, and gaming gift cards. Perfect for both casual gamers and dedicated enthusiasts, the Nintendo Switch offers versatile gameplay at home or on-the-go, distinguishing itself from PlayStation and Xbox systems. KEYWORDS: Nintendo Switch
4K Blu-ray	category	329533	TITLE: 4K Blu-ray DESCRIPTION: The 4K Blu-ray category encompasses a wide range of high-definition home entertainment options, featuring 4K UHD Blu-ray discs that deliver superior picture quality and immersive audio experiences. This category includes various formats such as 4K Ultra HD Blu-Ray, 4K UHD + Blu-ray, and 4K UHD BD, catering to film enthusiasts seeking the ultimate viewing experience. Popular within the UK market, this category often features boxed sets like Trilogy 4K UHD collections and Film Collection 4Ks. It appeals to users interested in cinematic releases, blockbuster films, and exclusive director's cuts available in stunning 4K resolution. Related categories include home cinema systems, soundbars, and 4K televisions, which complement the viewing experience. Users searching for terms like 4K HD + Blu-Ray or 4K Ultra-HD + BD will find a diverse selection of genres and titles. Distinct from standard Blu-rays, this category focuses on enhanced visual and auditory performance for discerning viewers. KEYWORDS: 4K Blu-Ray; 4K Blu Ray; 4K Bluray; 4K UHD Blu-Ray; 4K Ultra HD Blu Ray; 4K Ultra HD + Blu-Ray; Film Collection 4K; 4K UHD + Blu-ray; 4K UHD+BR; 4K Ultra-HD + BD; Trilogy 4k UHD; 4K HD + Blu-Ray; 4K Ultra HD; 4K UHD BD; 4K + Blu-ray
Apple AirPods	category	341695	TITLE: Apple AirPods DESCRIPTION: The "Apple AirPods" category encompasses a range of wireless earbuds designed by Apple, including the AirPods (2nd Generation) and the AirPods Pro (2nd Generation, 2022). These devices are renowned for their seamless integration with Apple products like iPhones, iPads, and MacBooks, offering features such as active noise cancellation, spatial audio, and adaptive EQ. Key terms include Airpods 2, Airpods Pro 2022, and Apple Airpods Pro 2nd Gen. This category is distinct from other wireless earbuds due to its proprietary H1 chip, which enhances connectivity and battery efficiency. Related categories include Bluetooth headphones, smartphone accessories, and wearable tech. Popular use cases involve commuting, fitness activities, and hands-free calling. In the UK market, Apple AirPods are frequently associated with premium sound quality and cutting-edge design. Complementary products often include protective cases, charging stations, and ear tips for custom fit. KEYWORDS: Airpods 2; Airpods 2nd Generation; Airpods (2nd Generation); Apple AirPods; airpod; airpods; air pod; air pods; Apple Airpods Pro (2022); Apple Airpods Pro 2022; Apple Airpods Pro 2; Apple Airpods Pro 2nd Generation; Apple Airpods Pro 2nd Gen; Apple Airpods Pro (2nd Generation); Apple Airpods Pro (2nd Gen)
55 inch TV	category	342581	TITLE: 55 inch TV DESCRIPTION: The 55 inch TV category encompasses a diverse range of high-definition televisions ideal for British consumers seeking an optimal balance between screen size and living space. This category includes 4K Ultra HD, Smart TVs, LED, and OLED models from leading brands such as Samsung, Sony, LG, Philips, and Panasonic. Popular models include the Samsung UE55, QE55 series, Sony KD55 range, and LG 55-inch displays. These TVs offer superior picture quality and smart functionality, integrating seamlessly with streaming services and home entertainment systems. Related categories include soundbars for enhanced audio experiences and TV mounts for flexible installation options. Complementary products often searched alongside include HDMI cables and universal remotes. This category is distinct from smaller or larger TVs by providing a mid-sized option that suits most UK homes without overwhelming the space. Ideal for movie nights or gaming, the 55 inch TV remains a popular choice on platforms like hotukdeals for competitive pricing and discounts. KEYWORDS: 55 inch TV; 55-inch TV; 55 inch Television; 55-inch television; 55 inch 4K; 55-inch 4K; Samsung UE55; Philips 55; OLED 55; OLED55; Sony 55; Samsung QE55; Samsung QE 55; Sony KD55; Samsung 55; LG55; LG 55; Sony KD 55; TV 55; Panasonic TX 55
65 inch TV	category	342583	TITLE: 65 inch TV DESCRIPTION: The 65 inch TV category is ideal for creating an immersive home cinema experience, featuring a diverse selection of high-definition televisions from leading brands such as Samsung, Sony, LG, Philips, Panasonic, and Hisense. This category includes advanced display technologies like OLED, LED, and QLED, with models such as Samsung UE65, QE65, and Sony KD65 offering stunning 4K Ultra HD resolution. Smart TV functionalities provide seamless access to streaming services and internet connectivity. Popular models include the Samsung QE65Q9FNA and Hisense H65 series. Complementary categories include sound systems and wall mounts to enhance your viewing setup. In the UK market, terms like "65 inch Television" and specific model numbers like LG65 and Panasonic TX 65 are frequently searched by consumers. Distinct from smaller screen sizes or different resolutions, this category focuses on delivering a cinematic visual experience in larger living spaces. KEYWORDS: 65 inch TV; 65 inch Television; Samsung UE65; Philips 65; OLED 65; OLED65; Sony 65; Samsung QE65; Samsung QE 65; Sony KD65; Samsung 65; LG65; LG 65; Sony KD 65; TV 65; Panasonic TX 65; Grundig 65; Hisense H65; QE65q6FAM; QE65Q9FNA
Nvidia Shield	category	342587	TITLE: Nvidia Shield DESCRIPTION: The Nvidia Shield is a versatile device that combines the functionality of a set-top box, gaming console, and streaming device, specifically tailored for the UK market. It supports 4K video streaming, Dolby Atmos audio, and comes equipped with a powerful Tegra X1 processor, making it ideal for seamless gaming and entertainment experiences. The Shield offers compatibility with Google Assistant and Amazon Alexa, integrating smoothly into smart home setups. It connects to TVs via HDMI 2.0 and includes dual USB 3.0 ports for additional peripherals. The Nvidia Shield Pro model enhances this with 500GB of storage, perfect for avid gamers needing space for extensive game libraries. With access to GeForce Now, users can stream over 400 PC games directly to their televisions. This device rivals traditional consoles like the PlayStation 4 and Xbox One, providing a compact alternative with robust Android TV integration. Available through retailers such as Amazon and Currys PC World, the Nvidia Shield is a compelling choice for those seeking cutting-edge home entertainment solutions. KEYWORDS: Nvidia Shield; Shield TV
Electronic Accessories	category	342637	TITLE: Electronic Accessories DESCRIPTION: The "Electronic Accessories" category encompasses a wide range of essential items that support and enhance the functionality of electronic devices. Key products include chargers, powerbanks, cables, adapters, lightning cables, inverters, and plugs. These accessories are crucial for maintaining device power and connectivity, catering to both everyday use and professional needs. Popular brands such as APC provide reliable UPS systems that ensure uninterrupted power supply. This category is closely related to mobile phone accessories, computer peripherals, and home office equipment, offering complementary products like wireless chargers, USB hubs, and surge protectors. In the UK market, terms like "plug" may refer specifically to British 3-pin plugs, emphasizing compatibility with local electrical standards. Distinct from standalone electronics, this category focuses on supplementary devices that enhance usability and convenience. Ideal for users seeking solutions for charging, data transfer, and power management, these accessories are indispensable in both personal and professional settings. KEYWORDS: Electronics Accessories; Charger; Powerbank; Cable; Adapter; Lightning Cable; Inverter; Plug; APC UPS
Nintendo Switch Game	category	342651	TITLE: Nintendo Switch Game DESCRIPTION: The "Nintendo Switch Game" category encompasses a diverse range of video games specifically designed for the Nintendo Switch console, appealing to both casual and dedicated gamers in the UK. Key titles include "Super Mario Party," "Super Mario Odyssey," "Mario Kart 8 Deluxe," and "Pokémon: Let's Go," alongside popular series such as "Super Smash Bros" and "Splatoon 2." This category features beloved franchises like "Donkey Kong Country" and "Luigi's Mansion 3," as well as strategic adventures like "Mario + Rabbids Kingdom Battle" and action-packed experiences with "Bayonetta 3." The category caters to various gaming preferences, from platformers like "New Super Mario Bros. U Deluxe" to sports games such as "Mario Tennis Aces." Related categories include Nintendo Switch consoles, accessories, and digital downloads, enhancing gameplay experiences. This category is distinct from other gaming platforms by its exclusive titles and unique hybrid console capabilities, making it a staple in British gaming culture. KEYWORDS: Nintendo Switch Game; Nintendo Switch; Switch Game; Super Mario Party; Super Mario Odyssey; Super mario bros U; Mario Kart 8 Deluxe; Pokémon: Let’s Go; Pokemon Lets Go; Super Smash Bros; Splatoon 2; New Super Mario Bros. U Deluxe; Mario Tennis Aces; Donkey Kong Country; Pokemon Let’s Go; Bayonetta 3; Kirby Star Allies; Luigi's Mansion 3; Luigis Mansion 3; Mario + Rabbids Kingdom Battle
Nintendo Switch Joy-Con	category	342653	TITLE: Nintendo Switch Joy-Con DESCRIPTION: The Nintendo Switch Joy-Con category encompasses the versatile and detachable controllers designed for the Nintendo Switch gaming console, a popular choice among UK gamers. These controllers, known interchangeably as Joy-Con, Joy Con, or Joycon, provide flexible gaming experiences with their ability to function in both handheld and docked modes. Key features include motion sensing, HD rumble, and an ergonomic design that supports both solo and multiplayer gaming. This category is closely related to other Nintendo Switch accessories such as the Nintendo Switch Pro Controller, charging docks, and carrying cases, which enhance the gaming setup. Compatible with a wide range of games from action to adventure genres, these controllers are essential for immersive gameplay. When searching for replacement or additional controllers, users may also consider third-party alternatives or themed editions. Distinct from other console controllers like those for Xbox or PlayStation, the Joy-Con offers a unique modular experience tailored to the Nintendo ecosystem. KEYWORDS: Nintendo Switch Joy-Con; Nintendo Switch Joy Con; Joy Con; Joy-Con; Joycon
Gaming Accessories	category	342659	TITLE: Gaming Accessories DESCRIPTION: The "Gaming Accessories" category in the UK encompasses a wide array of essential peripherals designed to enhance the gaming experience across various platforms. Key products include gaming keyboards and mice from brands like HyperX and SteelSeries, offering precision and comfort for competitive play. Controllers such as joysticks, fightsticks, and steering wheels, including Thrustmaster's racing wheels and Driving Force Shifters, provide immersive control for racing and simulation games. The category also features innovative items like the Venom Twin docking stations, Cronus Zen adapters, and Backbone One controllers for mobile gaming. Gaming desk mats and desks are integral for creating an ergonomic setup. The Steam Deck Dock offers expanded functionality for portable gaming systems. This category is closely related to PC components, consoles, and virtual reality equipment, making it vital for gamers seeking comprehensive setups. Disambiguate from general computer accessories by focusing on gaming-specific functionality and brand recognition in the UK market. KEYWORDS: HyperX; SteelSeries; Gaming Accessories; Gaming Keyboard; Gaming Mouse; Gaming Controller; Joystick; Steering Wheel; Fightstick; Racing Wheel; Gaming Steering Wheel; Thrustmaster; Gaming Desk Mat; Driving Force Shifter; Gaming Desk; Venom Twin; Cronus Zen; Backbone One; Steam Deck Dock
Xiaomi Smartphones	category	342719	TITLE: Xiaomi Smartphones DESCRIPTION: Xiaomi Smartphones, a prominent category in the UK market, encompass a diverse range of models including the Xiaomi Redmi Note 4, Redmi Note 9S, Mi 10, Mi 10 Lite, Mi 11, Mi 11 Pro, and Mi 11 Lite 5G. Known for their robust Android interfaces, these devices feature high-resolution cameras, expansive displays, and powerful processors. Models like the Pocophone F1 and Xiaomi Black Shark series cater to gaming enthusiasts with advanced performance capabilities. The affordability of Xiaomi phones makes them a compelling alternative to premium brands such as Apple. Popular variants like the Xiaomi Mi A3 and Redmi Note 8 Pro are renowned for their balance of performance and cost-effectiveness. Related categories include Android smartphones, mobile accessories, and smart home devices. Whether searching for a budget-friendly option or a high-performance device, Xiaomi’s offerings provide versatility and innovation suitable for various user needs in the British market. KEYWORDS: Xiaomi Redmi Note 4; Xiaomi Redmi Note 9S; Xiaomi Mi 10; Xiaomi Mi 10 Lite; Xiaomi Mi 11; Xiaomi Mi 11 Pro; Xiaomi Mi 11 Lite 5G; Xiaomi Smartphone; Pocophone F1; Xiaomi Pocophone; Pocophone; Xiaomi Mi 6; Xiaomi Black Shark; Xiaomi Black Shark 2; mi 9; xiaomi mi9; mi9; Xiaomi Mi A3; Xiaomi Redmi Note 8 Pro; Xiaomi Redmi Note 8Pro
Music Streaming	category	342767	TITLE: Music Streaming DESCRIPTION: The "Music Streaming" category in the UK encompasses a wide array of digital music services, including popular platforms such as Spotify, Apple Music, Deezer, Bandcamp, Amazon Music, and Prime Music. This category is defined by the ability to stream vast libraries of songs, albums, and playlists across various genres and artists directly to devices like smartphones, tablets, and computers. Key features include offline listening, curated playlists, personalised recommendations, high-fidelity audio options, and integration with smart home devices. Related categories include "Digital Subscriptions," "Music Downloads," and "Audio Equipment," which offer complementary products such as headphones and speakers for an enhanced listening experience. Users often search for terms like "music subscription," "streaming service comparison," and "best music apps UK." Distinct from physical music media or radio services, this category focuses on on-demand access to digital music content, catering to diverse musical tastes and preferences in the British market. KEYWORDS: Music Streaming; Apple Music; Deezer; spotify; bandcamp; Amazon Music; Prime Music
Nike Trainers	category	342785	TITLE: Nike Trainers DESCRIPTION: Nike Trainers in the UK encompass a diverse range of athletic footwear designed for performance, style, and comfort. This category includes popular models such as Nike Air Max, known for its iconic air cushioning, and Nike Roshe, celebrated for its minimalist design. The Nike Free line offers flexibility and a barefoot feel, while the Huarache series provides snug comfort with a neoprene fit. For runners, the Zoom Pegasus and Zoom Fly deliver responsive cushioning and speed. Basketball enthusiasts can explore the Air Jordan collection, synonymous with high-performance sportswear. The Nike Air Force series combines classic style with modern updates, while the Metcon range is ideal for cross-training enthusiasts. Additionally, models like the Nike Joyride and Air Zoom cater to varied athletic needs. Related categories include sports apparel, running gear, and lifestyle sneakers. Complementary products feature athletic socks and insoles. This category is distinct from general trainers by its exclusive focus on Nike's innovative technologies and iconic designs tailored for the British market. KEYWORDS: Nike Free; Nike Roshe; Nike Shoes; Air Max; Roshe Run; Huarache; air jordan; roshe; zoom pegasus; zoom fly; Nike Sneakers; Nike Air Force; Nike air zoom; nike air streak lite; nike joyride; crimson nike; nike crimson; nike mid blazer; nike metcon; jordan nike
Activewear	category	342795	TITLE: Activewear DESCRIPTION: Activewear in the UK encompasses a diverse range of sportswear designed for performance and comfort across various activities. Key items include tracksuits, poly suits, and track tops, ideal for athletic pursuits or casual wear. Sports fashion integrates both functionality and style, featuring renowned brands like Nike Performance and adidas Performance. Essential garments such as waterproof jackets, including Gore-Tex options, provide protection against British weather, while cycling jackets and fleece clothing offer warmth and versatility. Yogatights and training pants cater to fitness enthusiasts seeking flexibility and support during workouts. The category also covers specialised gear like wetsuits for aquatic sports. Related categories include outdoor clothing, running shoes, and fitness accessories, enabling comprehensive outfit solutions. This activewear selection distinguishes itself by prioritising technical specifications like moisture-wicking fabrics and ergonomic designs, setting it apart from general casual wear or formal attire. KEYWORDS: Tracksuit; poly suit; Track Suit; Sports Clothes; Sportswear; Sports Fashion; Wetsuit; Cycling Jacket; Fleece Clothing; Gore Tex; Gore-Tex; Waterproof Jacket; Outdoor Jacket; track top; tracktop; Sports Clothing; Yogatights; Training Pants; Nike Performance; adidas Performance
Fitness & Running	category	342797	TITLE: Fitness & Running DESCRIPTION: The Fitness & Running category encompasses a broad range of products and activities tailored to enthusiasts and athletes in the UK. This category includes equipment and accessories for various sports and fitness regimes such as running, triathlon, weightlifting, yoga, pilates, and swimming. Key products include treadmills, crosstrainers, exercise mats, and strength training gear. Popular sports like tennis, table tennis, badminton, squash, and boxing are well-represented with essential equipment. Swingball offers a fun twist on traditional tennis, while balance training tools enhance core stability. This category also supports gym-goers with comprehensive gym equipment options. Related categories include Outdoor Sports for complementary gear and Sports Nutrition for performance supplements. British consumers will find renowned brands catering to both beginners and seasoned athletes. Whether pursuing fitness goals or competitive sports, this category provides the necessary tools to enhance performance and enjoyment. KEYWORDS: Swingball; Yoga; Fitness; Tennis; Table Tennis; Badminton; Squash; Running; Triathlon; Weightlifting; Boxing; Swimming; Gym; Crosstrainer; Treadmill; Pilates; Exercise Mat; Exercise Mats; Strength Training; Balance Training
Home Appliances	category	342815	TITLE: Home Appliances DESCRIPTION: The Home Appliances category encompasses a wide range of essential household devices designed to enhance daily living in the UK. This category includes major appliances such as washing machines, dryers, fridges, refrigerators, freezers, cookers, ovens, and dishwashers from reputable brands like Dimplex, Hoover, and Numatic. Smaller appliances such as steamers, irons, and ironing boards are also featured, catering to various domestic needs. In addition to these, food servers and buffet servers are included for dining and entertaining purposes. The category is closely related to kitchen appliances, cleaning equipment, and home maintenance products. It serves both practical and lifestyle functions, making it integral to modern homes. Users searching for efficient and reliable household appliances will find this category highly relevant. Cross-category recommendations include complementary kitchenware and home organisation solutions, ensuring a comprehensive shopping experience tailored to British households. KEYWORDS: Food Server; Food Servers; Buffet Server; Buffet Servers; Dimplex; Hoover; Numatic; Household Appliances; Home Appliances; Washing Machine; Dryer; Fridge; Refrigerator; Freezer; Cooker; Steamer; Oven; Dishwasher; Iron; Ironing Board
Karcher Window Vacuum	category	342835	TITLE: Karcher Window Vacuum DESCRIPTION: The Karcher Window Vacuum category encompasses a range of efficient cleaning devices specifically designed for streak-free window cleaning, including popular models such as the Karcher WV1, WV2, WV5, WV7, WV50, and WV70. Known as Kärcher Window Cleaners, these vacuums are essential tools for maintaining spotless glass surfaces, mirrors, and tiles. They operate using a rechargeable battery system, offering portability and convenience for residential and commercial use. The range includes advanced models like the Kärcher WV 6 with improved suction technology. Complementary products include Karcher detergent concentrates and microfiber cloths that enhance cleaning performance. Related categories include other Karcher cleaning devices and accessories, such as pressure washers and floor cleaners. This category is distinct from traditional squeegees or manual window cleaning tools due to its motorized vacuum technology. Popular in the UK market, Karcher Window Vacuums are synonymous with high-quality German engineering and innovation in household cleaning solutions. KEYWORDS: Kärcher Window Cleaner; Karcher Window Cleaner; Karcher WV2; Karcher WV1; Karcher WV5; Karcher Window Vac; Karcher WV7; Karcher WV50; Karcher WV70; Kärcher WV2; Kärcher WV1; Kärcher WV5; Kärcher Window Vac; Kärcher WV7; Kärcher WV50; Kärcher WV70; Karcher WV; Kärcher WV 6; Karcher WV 5; Karcher WV 2
